ip,asn,asn_registry,asn_description,country_rdap,org_name_rdap,rdap_error,arin_handle,arin_name,arin_type,arin_start_ip,arin_end_ip,arin_country,arin_parent,arin_abuse_email,geo_country,geo_region,geo_city,geo_location,org,hostname,reverse_dns,is_valid_ip
111.70.23.235,17421,apnic,"EMOME-NET Mobile Business Group, TW",TW,,,111.70.0.0 - 111.70.255.255,EMOME-NET,ASSIGNED NON-PORTABLE,111.70.0.0,111.70.255.255,TW,,,,,,,,,111-70-23-235.emome-ip.hinet.net,True
110.25.112.148,9674,apnic,"FET-TW Far EastTone Telecommunication Co., Ltd., TW",TW,Jeff Ho,,110.25.0.0 - 110.25.255.255,FEG-MPLS-NETWORK-NET,ASSIGNED NON-PORTABLE,110.25.0.0,110.25.255.255,TW,,,,,,,,,110-25-112-148.adsl.fetnet.net,True
106.63.13.176,141679,apnic,"CHINATELECOM-IDC-BTHBD-AP China Telecom Beijing Tianjin Hebei Big Data Industry Park Branch, CN",CN,zhiyong liu; IRT-CN-CHINANETCLOUD,,106.63.0.0 - 106.63.127.255,CT-CLOUDYCOMPANY,ALLOCATED NON-PORTABLE,106.63.0.0,106.63.127.255,CN,,13301210537@189.cn,,,,,,,,True
182.95.167.138,9498,apnic,"BBIL-AP BHARTI Airtel Ltd., IN",IN,Network Administrator; IRT-BHARTI-IN,,182.95.128.0 - 182.95.255.255,BHARTI-IN,ALLOCATED NON-PORTABLE,182.95.128.0,182.95.255.255,IN,,ip.misuse@airtel.com,,,,,,,,True
77.82.86.221,34974,ripencc,"PJSC Rostelecom. Kamchatka branch, RU",RU,PJSC Rostelecom Technical Team; Ilya Evreinov; ROSTELECOM-MNT; KAMCHATKA.RU Network Operational Centre,,77.82.84.0 - 77.82.87.255,RU-KAMCHATKA,ASSIGNED PA,77.82.84.0,77.82.87.255,RU,77.82.0.0 - 77.82.255.255,abuse@rt.ru,,,,,,,,True
220.127.40.166,,,,,,HTTP lookup failed for https://xn--c79as89aj0e29b77z.xn--3e0b707e/eng/whois.jsc.,220.120.0.0 - 220.127.255.255,KORNET-KR,ALLOCATED PORTABLE,220.120.0.0,220.127.255.255,KR,,hostmaster@nic.or.kr,,,,,,,,True
95.105.76.32,57128,ripencc,"KGS-NET, RU",RU,"UBN-MNT; Ufanet NOC; Ruslan Khusainov; Denis Karukov; JSC ""Ufanet""",,95.105.64.0 - 95.105.95.255,UBN,ASSIGNED PA,95.105.64.0,95.105.95.255,RU,95.105.0.0 - 95.105.127.255,abuse@ufanet.ru,,,,,,,95.105.76.32.dynamic.ufanet.ru,True
179.185.29.233,18881,lacnic,"TELEFONICA BRASIL S.A, BR",BR,TELEFÔNICA BRASIL S.A; CSIRT TELEFONICA BR; GVT Operacao,,179.184.0.0/14,197879,ALLOCATED,179.184.0.0,179.187.255.255,BR,,abuse.br@telefonica.com,,,,,,,gatecidos.static.gvt.net.br,True
117.2.123.19,7552,apnic,"VIETEL-AS-AP Viettel Group, VN",VN,Tran Van Thanh; IRT-VNNIC-AP; Nguyen Dang Tiep,,117.2.0.0 - 117.2.255.255,VIETTEL-VN,ASSIGNED NON-PORTABLE,117.2.0.0,117.2.255.255,VN,,hm-changed@vnnic.vn,,,,,,,dynamic-adsl.viettel.vn,True
111.26.101.122,134810,apnic,"CMNET-JILIN-AS-AP China Mobile Group JiLin communications corporation, CN",CN,haijun li; chinamobile tech; China Mobile; IRT-CHINAMOBILE-CN,,111.0.0.0 - 111.63.255.255,CMNET,ALLOCATED PORTABLE,111.0.0.0,111.63.255.255,CN,,abuse@chinamobile.com,,,,,,,,True
65.20.174.49,203214,ripencc,"HULUMTELE, IQ",IQ,ae-earthlink-dmcc-1-mnt; Abuse-C Role; Qussay Alkhateeb; RIPE-NCC-HM-MNT; Earthlink Telecommunications Equipment Trading & Services DMCC,,65.20.128.0 - 65.20.255.255,AE-EARTHLINK-DMCC-20010129,ALLOCATED PA,65.20.128.0,65.20.255.255,IQ,0.0.0.0 - 255.255.255.255,abuse@earthlink.iq,,,,,,,,True
49.124.154.164,4818,apnic,"DIGIIX-AP DiGi Telecommunications Sdn. Bhd., MY",MY,DiGi Telecommunications Sdn Bhd; DiGi IP Administrator; IRT-DIGI-MY; DiGi IP Support,,49.124.0.0 - 49.125.255.255,DIGI-AS-AP,ALLOCATED PORTABLE,49.124.0.0,49.125.255.255,MY,,abuse@celcomdigi.com,,,,,,,,True
65.7.104.146,852,arin,"TELUS Communications, CA",,TELUS BC ORG TECH POC; Abuse at TELUS; Hostmaster; TELUS Communications Inc.,,NET-65-7-0-0-1,TACE,DIRECT ALLOCATION,65.7.0.0,65.7.127.255,,NET-65-0-0-0-0,,,,,,,,h65-7-104-146.ptr.cidc.telus.com,True
197.219.228.242,37342,afrinic,"MOVITEL, MZ",MZ,"Phan Ngoc Viet; Ngo Duy Tan; Vo Le Chi Trung; Nguyen Hai Long; Movitel, SA",,197.218.0.0 - 197.219.255.255,ORG-MS5-AFRINIC,ALLOCATED PA,197.218.0.0,197.219.255.255,MZ,197.0.0.0 - 197.255.255.255,,,,,,,,,True
121.179.93.147,,,,,,HTTP lookup failed for https://xn--c79as89aj0e29b77z.xn--3e0b707e/eng/whois.jsc.,121.160.0.0 - 121.191.255.255,KORNET-KR,ALLOCATED PORTABLE,121.160.0.0,121.191.255.255,KR,,hostmaster@nic.or.kr,,,,,,,,True
100.29.192.48,14618,arin,"AMAZON-AES - Amazon.com, Inc., US",,Amazon EC2 Network Operations; Amazon Data Services Northern Virginia; Amazon EC2 Abuse; Amazon AWS Network Operations; IP Management,,NET-100-24-0-0-1,AMAZON-IAD,ALLOCATION,100.24.0.0,100.31.255.255,,NET-100-20-0-0-1,,,,,,,,ec2-100-29-192-48.compute-1.amazonaws.com,True
88.248.250.143,9121,ripencc,"TTNET, TR",tr,TT Administrative Contact Role; Abuse Role; AS9121-MNT,,88.248.245.0 - 88.248.255.255,TurkTelekom,ASSIGNED PA,88.248.245.0,88.248.255.255,tr,88.224.0.0 - 88.255.255.255,abuse@turktelekom.com.tr,,,,,,,88.248.250.143.static.ttnet.com.tr,True
49.125.201.87,4818,apnic,"DIGIIX-AP DiGi Telecommunications Sdn. Bhd., MY",MY,DiGi Telecommunications Sdn Bhd; DiGi IP Administrator; IRT-DIGI-MY; DiGi IP Support,,49.124.0.0 - 49.125.255.255,DIGI-AS-AP,ALLOCATED PORTABLE,49.124.0.0,49.125.255.255,MY,,abuse@celcomdigi.com,,,,,,,,True
218.29.196.162,4837,apnic,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,Wei Wang; ChinaUnicom Hostmaster; IRT-CU-CN,,218.28.0.0 - 218.29.255.255,UNICOM-HA,ALLOCATED PORTABLE,218.28.0.0,218.29.255.255,CN,,zhaoyz3@chinaunicom.cn,,,,,,,hn.kd.ny.adsl,True
91.73.167.202,15802,ripencc,"DU-AS1, AE",AE,Chris Canning; EITC Contact Role; DIC-MNT,,91.73.164.0 - 91.73.179.255,DISCOVERYGARDENS-NET,ASSIGNED PA,91.73.164.0,91.73.179.255,AE,91.72.0.0 - 91.75.255.255,abuse@du.ae,,,,,,,,True
182.95.61.114,9498,apnic,"BBIL-AP BHARTI Airtel Ltd., IN",IN,Network Administrator; IRT-BHARTI-IN,,182.95.0.0 - 182.95.127.255,BHARTI-IN,ALLOCATED NON-PORTABLE,182.95.0.0,182.95.127.255,IN,,ip.misuse@airtel.com,,,,,,,,True
177.94.206.38,27699,lacnic,"TELEFONICA BRASIL S.A, BR",BR,Administração Rede IP Telesp; TELEFÔNICA BRASIL S.A; CSIRT TELEFONICA BR,,177.94.0.0/15,229928,ALLOCATED,177.94.0.0,177.95.255.255,BR,,abuse.br@telefonica.com,,,,,,,177-94-206-38.dsl.telesp.net.br,True
45.162.196.39,268538,lacnic,"Conecta Network Telecom LTDA, BR",BR,Conecta Networking; Conecta Network Telecom LTDA,,45.162.196.0/22,343978,ALLOCATED,45.162.196.0,45.162.199.255,BR,,conectanetwork007@hotmail.com,,,,,,,,True
183.221.160.190,9808,apnic,"CHINAMOBILE-CN China Mobile Communications Group Co., Ltd., CN",CN,haijun li; China Mobile Communications Corporation; chinamobile tech; IRT-CHINAMOBILE2-CN,,183.192.0.0 - 183.255.255.255,CMNET,ALLOCATED PORTABLE,183.192.0.0,183.255.255.255,CN,,abuse@chinamobile.com,,,,,,,,True
118.123.116.93,38283,apnic,"CHINANET-SCIDC-AS-AP CHINANET SiChuan Telecom Internet Data Center, CN",CN,IRT-CHINANET-CN; CHINANET SICHUAN; Chinanet Hostmaster,,118.120.0.0 - 118.123.255.255,CHINANET-SC,ALLOCATED PORTABLE,118.120.0.0,118.123.255.255,CN,,anti-spam@chinatelecom.cn,,,,,,,,True
91.237.183.81,58000,ripencc,"MTN-NET-AS, RU",RU,Abuse-C Role; Nikita Sergienko; Admin; lir-ru-sergienko-1-MNT; RIPE-NCC-END-MNT,,91.237.182.0 - 91.237.183.255,MTN-NET,ASSIGNED PI,91.237.182.0,91.237.183.255,RU,0.0.0.0 - 255.255.255.255,sergienko.abuse@gmail.com,,,,,,,,True
14.51.223.165,,,,,,HTTP lookup failed for https://xn--c79as89aj0e29b77z.xn--3e0b707e/eng/whois.jsc.,14.32.0.0 - 14.63.255.255,KORNET-KR,ALLOCATED PORTABLE,14.32.0.0,14.63.255.255,KR,,hostmaster@nic.or.kr,,,,,,,,True
200.106.49.149,6147,lacnic,"INTEGRATEL PERU S.A.A., PE",,System Admin; INTEGRATEL PERÚ S.A.A.,,200.106.0.0/18,200.106.0.0 - 200.106.63.255,ALLOCATED,200.106.0.0,200.106.63.255,,200.0.0.0/8,nancy.cordova@integratel.com.pe,,,,,,,,True
178.213.115.162,51579,ripencc,"CORP-PARTNER-AS, RU",RU,Abuse-C Role; MNT-CORP-PARTNER; RIPE-NCC-END-MNT; Korporatvniy partner NOC; Korporatvniy partner Ltd,,178.213.112.0 - 178.213.119.255,CORP-PARTNER-NET,ASSIGNED PI,178.213.112.0,178.213.119.255,RU,0.0.0.0 - 255.255.255.255,abuse@vshk.su,,,,,,,,True
70.115.138.167,11427,arin,"TWC-11427-TEXAS - Charter Communications Inc, US",,Charter Communications Inc; IPAddressing; Abuse,,NET-70-112-0-0-1,RRSW,DIRECT ALLOCATION,70.112.0.0,70.127.255.255,,NET-70-0-0-0-0,,,,,,,,syn-070-115-138-167.res.spectrum.com,True
213.32.20.78,16276,ripencc,"OVH, FR",FR,Abuse-C Role; OVH Technical Contact; RIPE-NCC-HM-MNT; OVH SAS; Octave Klaba; OVH-MNT,,213.32.0.0 - 213.32.127.255,FR-OVH-19990628,ALLOCATED PA,213.32.0.0,213.32.127.255,FR,0.0.0.0 - 255.255.255.255,abuse@ovh.net,,,,,,,vps-5b692794.vps.ovh.net,True
65.20.185.185,203214,ripencc,"HULUMTELE, IQ",IQ,ae-earthlink-dmcc-1-mnt; Abuse-C Role; Qussay Alkhateeb; RIPE-NCC-HM-MNT; Earthlink Telecommunications Equipment Trading & Services DMCC,,65.20.128.0 - 65.20.255.255,AE-EARTHLINK-DMCC-20010129,ALLOCATED PA,65.20.128.0,65.20.255.255,IQ,0.0.0.0 - 255.255.255.255,abuse@earthlink.iq,,,,,,,,True
49.124.153.13,4818,apnic,"DIGIIX-AP DiGi Telecommunications Sdn. Bhd., MY",MY,DiGi Telecommunications Sdn Bhd; DiGi IP Administrator; IRT-DIGI-MY; DiGi IP Support,,49.124.0.0 - 49.125.255.255,DIGI-AS-AP,ALLOCATED PORTABLE,49.124.0.0,49.125.255.255,MY,,abuse@celcomdigi.com,,,,,,,,True
37.98.253.231,12668,ripencc,"MIRALOGIC-AS, RU",RU,EXTRIM-MNT; MIRALOGIC NOC role; Vitaliy Davydov; Alexey S Dyomin; KomTehCentr and Miralogic monitoring team; Vladimir E Troitskiy,,37.98.251.0 - 37.98.253.255,MIRALOGIC-NET,ASSIGNED PA,37.98.251.0,37.98.253.255,RU,37.98.240.0 - 37.98.255.255,noc@itmh.ru,,,,,,,37.98.253.231-FTTB.planeta.tc,True
128.185.201.138,9498,apnic,"BBIL-AP BHARTI Airtel Ltd., IN",IN,Network Administrator; IRT-BHARTI-IN,,128.185.128.0 - 128.185.255.0,BHARTI-IN,ALLOCATED NON-PORTABLE,128.185.128.0,128.185.255.0,IN,,ip.misuse@airtel.com,,,,,,,,True
223.85.54.40,9808,apnic,"CHINAMOBILE-CN China Mobile Communications Group Co., Ltd., CN",CN,haijun li; China Mobile; IRT-CHINAMOBILE-CN,,223.64.0.0 - 223.117.255.255,CMNET,ALLOCATED PORTABLE,223.64.0.0,223.117.255.255,CN,,abuse@chinamobile.com,,,,,,,,True
62.198.227.62,3308,ripencc,"TELIANET-DENMARK, SE",DK,lir-dk-norlys-1-MNT; TELIANET-LIR; Norlys Digital - Network Operations; Abuse-C Role,,62.198.224.0 - 62.198.231.255,DK-NORLYS-XDSL,ASSIGNED PA,62.198.224.0,62.198.231.255,DK,62.198.0.0 - 62.199.255.255,abuse@norlys.dk,,,,,,,0x3ec6e33e.ejb.customer.dk.telia.net,True
175.210.74.19,,,,,,HTTP lookup failed for https://xn--c79as89aj0e29b77z.xn--3e0b707e/eng/whois.jsc.,175.208.0.0 - 175.215.255.255,KORNET-KR,ALLOCATED PORTABLE,175.208.0.0,175.215.255.255,KR,,hostmaster@nic.or.kr,,,,,,,,True
111.113.9.34,4134,apnic,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,IRT-CHINANET-CN; Chinanet Hostmaster; zhaolong li,,111.112.0.0 - 111.113.255.255,CHINANET-NX,ALLOCATED PORTABLE,111.112.0.0,111.113.255.255,CN,,anti-spam@chinatelecom.cn,,,,,,,,True
65.191.211.33,11426,arin,"TWC-11426-CAROLINAS - Charter Communications Inc, US",,Charter Communications Inc; IPAddressing; Abuse,,NET-65-184-0-0-1,RR,DIRECT ALLOCATION,65.184.0.0,65.191.255.255,,NET-65-0-0-0-0,,,,,,,,syn-065-191-211-033.res.spectrum.com,True
49.124.149.202,4818,apnic,"DIGIIX-AP DiGi Telecommunications Sdn. Bhd., MY",MY,DiGi Telecommunications Sdn Bhd; DiGi IP Administrator; IRT-DIGI-MY; DiGi IP Support,,49.124.0.0 - 49.125.255.255,DIGI-AS-AP,ALLOCATED PORTABLE,49.124.0.0,49.125.255.255,MY,,abuse@celcomdigi.com,,,,,,,,True
27.123.98.174,9498,apnic,"BBIL-AP BHARTI Airtel Ltd., IN",IN,Network Administrator; Bharti Airtel Limited; IRT-BHARTI-TELEMEDIA-IN,,27.123.64.0 - 27.123.127.255,BHARTI-IN,ALLOCATED PORTABLE,27.123.64.0,27.123.127.255,IN,,dsltac2north.unoc@airtel.com,,,,,,,,True
207.219.221.53,852,arin,"TELUS Communications, CA",,TELUS BC ORG TECH POC; Abuse at TELUS; TELUS Communications Inc.; TELUS IP Address Administration; Hostmaster,,NET-207-219-0-0-1,TELUS-207-219-0-0,DIRECT ALLOCATION,207.219.0.0,207.219.255.255,,NET-207-0-0-0-0,,,,,,,,,True
178.183.125.51,12912,ripencc,"TM, PL",PL,T-Mobile.pl B2C abuse contact; AS12912-MNT; T-Mobile.pl operations; T-mobile.pl admins,,178.183.120.0 - 178.183.127.255,ERANET,ASSIGNED PA,178.183.120.0,178.183.127.255,PL,178.180.0.0 - 178.183.255.255,abuse@t-mobile.pl,,,,,,,178.183.125.51.mobile.static.t-mobile.pl,True
78.66.44.23,3301,ripencc,"TELIANET-SWEDEN Telia Company, SE",SE,TELIANET-LIR; TeliaNet Registry; Abuse-C Role,,78.66.0.0 - 78.66.255.255,TELIANET,ASSIGNED PA,78.66.0.0,78.66.255.255,SE,78.64.0.0 - 78.79.255.255,abuse@telia.com,,,,,,,78-66-44-23-no2550.tbcn.telia.com,True
116.179.32.101,4837,apnic,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,Xiaomin Zhou; IRT-UNICOM-CN,,116.128.0.0 - 116.191.255.255,UNICOM,ALLOCATED PORTABLE,116.128.0.0,116.191.255.255,CN,,zhaoyz3@chinaunicom.cn,,,,,,,baiduspider-116-179-32-101.crawl.baidu.com,True
102.110.11.48,37693,afrinic,"TUNISIANA, TN",TN,BELGAIED Lobna; OTN_Peering Network,,102.110.0.0 - 102.110.255.255,,ASSIGNED PA,102.110.0.0,102.110.255.255,TN,102.104.0.0 - 102.111.255.255,,,,,,,,,True
89.175.199.86,8359,ripencc,"MTS, RU",RU,MTU Abuse-c Bender; MTS backbone NOC; MTU-NOC; Roman Sokolov; Dmitry Evdokimov,,89.175.199.0 - 89.175.199.255,Customers_P2P_2020_07_WAN_NET,ASSIGNED PA,89.175.199.0,89.175.199.255,RU,89.175.0.0 - 89.175.255.255,abuse@mtu.ru,,,,,,,bergsound.Moscow.Access.Comstar.ru,True
121.202.206.119,17924,apnic,"SMARTONE-MB-AS-AP SmarTone Mobile Communications Ltd, HK",HK,Johnny Yeung; Eric Chan; IRT-SMARTMOBILE-HK; Smartone Mobile communications Limited,,121.202.0.0 - 121.203.255.255,SMARTONE-MB,ALLOCATED PORTABLE,121.202.0.0,121.203.255.255,HK,,abuse@ismart.net,,,,,,,m121-202-206-119.smartone.com,True
65.20.146.109,203214,ripencc,"HULUMTELE, IQ",IQ,ae-earthlink-dmcc-1-mnt; Abuse-C Role; Qussay Alkhateeb; RIPE-NCC-HM-MNT; Earthlink Telecommunications Equipment Trading & Services DMCC,,65.20.128.0 - 65.20.255.255,AE-EARTHLINK-DMCC-20010129,ALLOCATED PA,65.20.128.0,65.20.255.255,IQ,0.0.0.0 - 255.255.255.255,abuse@earthlink.iq,,,,,,,,True
193.106.3.145,49267,ripencc,"SIBCOM-AS, RU",RU,dreamnet-mnt; Abuse-C Role; Andrey E. Raklevichyus; Sibcom Ltd; MNT-SIBCOM; MNT-BAIKAL-TELEPORT; RIPE-NCC-END-MNT; skysib-mnt,,193.106.3.0 - 193.106.3.255,ORG-SL1305-RIPE,ASSIGNED PI,193.106.3.0,193.106.3.255,RU,0.0.0.0 - 255.255.255.255,abuse@skysib.com,,,,,,,,True
210.56.12.205,7590,apnic,"COMSATS Commission on Science and Technology for, PK",PK,COMSATS; Abdul Rehman Saeed; IRT-COMSATS-PK,,210.56.0.0 - 210.56.31.255,COMSATS,ALLOCATED PORTABLE,210.56.0.0,210.56.31.255,PK,,arsaeed@comsats.net.pk,,,,,,,,True
178.178.194.134,25159,ripencc,"SONICDUO-AS, RU",RU,Pavel Polyntsev; MEGAFON-RIPE-MNT; GDC-TR-CoreIP; Mobile; Aleksei Ivanov; MegaFon PJSC - Internet Service Network Operation Center,,178.178.192.0 - 178.178.195.255,MF-MB-20231128,ASSIGNED PA,178.178.192.0,178.178.195.255,RU,178.178.192.0 - 178.178.207.255,abuse-mailbox@megafon.ru,,,,,,,,True
111.26.95.122,134810,apnic,"CMNET-JILIN-AS-AP China Mobile Group JiLin communications corporation, CN",CN,haijun li; China Mobile; chinamobile tech; IRT-CHINAMOBILE-CN,,111.0.0.0 - 111.63.255.255,CMNET,ALLOCATED PORTABLE,111.0.0.0,111.63.255.255,CN,,abuse@chinamobile.com,,,,,,,,True
46.10.56.170,8866,ripencc,"VIVACOM-AS BULGARIA, BG",BG,BTC IP ADDRESS SPACE administration; BT95-ADM,,46.10.32.0 - 46.10.63.255,BTC-BROADBAND-NET-98,ASSIGNED PA,46.10.32.0,46.10.63.255,BG,46.10.0.0 - 46.10.255.255,abuse-ip@vivacom.bg,,,,,,,46-10-56-170.ip.btc-net.bg,True
41.59.228.160,33765,afrinic,"TTCLDATA, TZ",TZ,Frank Maginga; Kajiru Mntambo; Oscar Masamu; TANZANIA TELECOMMUNICATIONS CO. LTD; Nkonze Masuha,,41.59.0.0 - 41.59.255.255,ORG-TTCL1-AFRINIC,ALLOCATED PA,41.59.0.0,41.59.255.255,TZ,41.0.0.0 - 41.255.255.255,,,,,,,,160.228-59-41.static-zone.ttcldata.net,True
128.185.197.42,9498,apnic,"BBIL-AP BHARTI Airtel Ltd., IN",IN,Network Administrator; IRT-BHARTI-IN,,128.185.128.0 - 128.185.255.0,BHARTI-IN,ALLOCATED NON-PORTABLE,128.185.128.0,128.185.255.0,IN,,ip.misuse@airtel.com,,,,,,,,True
140.130.98.240,1659,apnic,"ERX-TANET-ASN1 Taiwan Academic Network TANet Information Center, TW",TW,Admin CCU,,140.130.0.0 - 140.130.255.255,T-YCRC.EDU.TW-NET,ASSIGNED NON-PORTABLE,140.130.0.0,140.130.255.255,TW,,,,,,,,,098240.CAGR.ncyu.edu.tw,True
122.136.195.32,4837,apnic,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,Wang Tiegang; ChinaUnicom Hostmaster; IRT-CU-CN,,122.136.0.0 - 122.143.255.255,UNICOM-JL,ALLOCATED PORTABLE,122.136.0.0,122.143.255.255,CN,,zhaoyz3@chinaunicom.cn,,,,,,,32.195.136.122.adsl-pool.jlccptt.net.cn,True
60.169.120.17,4134,apnic,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,Chinanet Hostmaster; Jinneng Wang; IRT-CHINANET-CN,,60.166.0.0 - 60.175.255.255,CHINANET-AH,ALLOCATED PORTABLE,60.166.0.0,60.175.255.255,CN,,anti-spam@chinatelecom.cn,,,,,,,,True
104.241.13.13,54119,arin,"WHITESKY-COMMUNICATIONS-2 - WhiteSky Communications, LLC., US",,"WhiteSky Communications, LLC.; Jordan Bradshaw; Network Engineering; Michael Stanway",,NET-104-241-0-0-1,WTSKY-29,DIRECT ALLOCATION,104.241.0.0,104.241.63.255,,NET-104-0-0-0-0,,,,,,,,,True
189.80.146.46,7738,lacnic,"V tal, BR",BR,Segurança da Informação Vtal; V tal; Centro de Gerencia de Rede TELEMAR,,189.80.0.0/16,514661,ALLOCATED,189.80.0.0,189.80.255.255,BR,,abuse@vtal.com,,,,,,,18980146046.user.veloxzone.com.br,True
81.22.51.64,39264,ripencc,"METROMAX-AS, RU",RU,"Abuse-C Role; RIPE-NCC-HM-MNT; ru-rsk-1-mnt; ""Region Svyaz Konsalt"" LLC; Evgeny Zavershinsky",,81.22.48.0 - 81.22.63.255,RU-RSK-20060120,ALLOCATED PA,81.22.48.0,81.22.63.255,RU,0.0.0.0 - 255.255.255.255,noc@metromax.ru,,,,,,,n51-h64.smr-rsk.metromax.ru,True
103.147.248.23,153283,apnic,"SOFTCROP-AS-IN Softcrop It, IN",IN,Manager Admin; IRT-SOFTCROP-IN; Mohibul Islam,,103.147.248.0 - 103.147.249.255,SOFTCROP,ALLOCATED PORTABLE,103.147.248.0,103.147.249.255,IN,,admin@abtel.in,,,,,,,,True
103.111.6.121,146904,apnic,"MGPL-AS-IN MICRONET GIGAFIBER PRIVATE LIMITED, IN",IN,IRT-NIKKI2023-IN; PARDEEP K; NIXI; IP ADMIN,,103.111.6.0 - 103.111.7.255,NIKKI2023,ASSIGNED PORTABLE,103.111.6.0,103.111.7.255,IN,,sangwanpardeep.kumar2@gmail.com,,,,,,,,True
171.100.121.127,7470,apnic,"TRUEINTERNET-AS-AP TRUE INTERNET Co.,Ltd., TH",TH,TRUE IP ADMINISTRATION; IRT-TRUEINTERNET-TH,,171.100.0.0 - 171.100.127.255,TRUENET-CM,ASSIGNED NON-PORTABLE,171.100.0.0,171.100.127.255,TH,,abuse@trueinternet.co.th,,,,,,,171-100-121-127.static.asianet.co.th,True
14.51.223.146,,,,,,HTTP lookup failed for https://xn--c79as89aj0e29b77z.xn--3e0b707e/eng/whois.jsc.,14.32.0.0 - 14.63.255.255,KORNET-KR,ALLOCATED PORTABLE,14.32.0.0,14.63.255.255,KR,,hostmaster@nic.or.kr,,,,,,,,True
52.180.144.185,8075,arin,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",,"Prachi Singh; Microsoft Corporation; Microsoft Abuse Contact; Dawn Bedard; IPHostmaster IPHostmaster; Somesh Chaturmohta; Microsoft Routing, Peering, and DNS",,NET-52-145-0-0-1,MSFT,DIRECT ALLOCATION,52.145.0.0,52.191.255.255,,NET-52-0-0-0-0,,,,,,,,azpdcs85boo1.stretchoid.com,True
180.97.254.91,4134,apnic,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,IRT-CHINANET-CN; CHINANET JIANGSU; Chinanet Hostmaster,,180.96.0.0 - 180.127.255.255,CHINANET-JS,ALLOCATED PORTABLE,180.96.0.0,180.127.255.255,CN,,anti-spam@chinatelecom.cn,,,,,,,,True
177.25.59.5,10429,lacnic,"TELEFONICA BRASIL S.A, BR",BR,Grupo Provisionamento; TELEFÔNICA BRASIL S.A; CSIRT TELEFONICA BR,,177.25.0.0/18,279175,ALLOCATED,177.25.0.0,177.25.63.255,BR,,abuse.br@telefonica.com,,,,,,,ip-177-25-59-5.user.vivozap.com.br,True
128.185.254.162,9498,apnic,"BBIL-AP BHARTI Airtel Ltd., IN",IN,Network Administrator; IRT-BHARTI-IN,,128.185.128.0 - 128.185.255.0,BHARTI-IN,ALLOCATED NON-PORTABLE,128.185.128.0,128.185.255.0,IN,,ip.misuse@airtel.com,,,,,,,,True
121.148.184.47,,,,,,HTTP lookup failed for https://xn--c79as89aj0e29b77z.xn--3e0b707e/eng/whois.jsc.,121.128.0.0 - 121.159.255.255,KORNET-KR,ALLOCATED PORTABLE,121.128.0.0,121.159.255.255,KR,,hostmaster@nic.or.kr,,,,,,,,True
115.241.228.34,55836,apnic,"RELIANCEJIO-IN Reliance Jio Infocomm Limited, IN",IN,Reliance Jio Infocomm Limited; IRT-RELIANCEJIO-IN,,115.240.0.0 - 115.247.255.255,RELIANCEJIO-IN,ALLOCATED PORTABLE,115.240.0.0,115.247.255.255,IN,,ip.abuse@ril.com,,,,,,,,True
115.77.111.2,7552,apnic,"VIETEL-AS-AP Viettel Group, VN",VN,Tran Van Thanh; IRT-VNNIC-AP; Nguyen Dang Tiep,,115.72.0.0 - 115.79.255.255,VIETTEL-VN,ALLOCATED PORTABLE,115.72.0.0,115.79.255.255,VN,,hm-changed@vnnic.vn,,,,,,,adsl.viettel.vn,True
36.153.164.122,56046,apnic,"CMNET-JIANGSU-AP China Mobile communications corporation, CN",CN,haijun li; China Mobile Communications Corporation; chinamobile tech; IRT-CHINAMOBILE2-CN,,36.128.0.0 - 36.191.255.255,CMNET,ALLOCATED PORTABLE,36.128.0.0,36.191.255.255,CN,,abuse@chinamobile.com,,,,,,,,True
27.123.90.94,9498,apnic,"BBIL-AP BHARTI Airtel Ltd., IN",IN,Network Administrator; Bharti Airtel Limited; IRT-BHARTI-TELEMEDIA-IN,,27.123.64.0 - 27.123.127.255,BHARTI-IN,ALLOCATED PORTABLE,27.123.64.0,27.123.127.255,IN,,dsltac2north.unoc@airtel.com,,,,,,,,True
128.185.208.42,9498,apnic,"BBIL-AP BHARTI Airtel Ltd., IN",IN,Network Administrator; IRT-BHARTI-IN,,128.185.128.0 - 128.185.255.0,BHARTI-IN,ALLOCATED NON-PORTABLE,128.185.128.0,128.185.255.0,IN,,ip.misuse@airtel.com,,,,,,,,True
20.163.15.247,8075,arin,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",,"Prachi Singh; Microsoft Corporation; Microsoft Abuse Contact; Dawn Bedard; IPHostmaster IPHostmaster; Microsoft Routing, Peering, and DNS",,NET-20-160-0-0-1,MSFT,DIRECT ALLOCATION,20.160.0.0,20.175.255.255,,NET-20-0-0-0-0,,,,,,,,azpdwsqtxodq.stretchoid.com,True
